"Cod_Vigente","Cod_Region","Nom_Region","Cod_Dep_Jerarquica","Dep_Jerarquica","Tipo_Establec","Nom_Oficial","Dep_Admin","Nivel_Atencion","Nom_Comuna","Cod_Comuna","Certificacion"
105723,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Limarí","Municipal","Primario","Ovalle","04301","NO"
105317,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Jorge Jordán Domic","Municipal","Primario","Ovalle","04301","Centro de Salud Familiar"
105817,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU Jorge Jordán Domic","Municipal","Primario","Ovalle","04301","NO"
200741,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Servicio de Urgencia Rural (SUR)","SUR Tamaya","Municipal","Primario","Ovalle","04301","NO"
105315,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Cerrillos de Tamaya","Municipal","Primario","Ovalle","04301","Centro de Salud Familiar"
105507,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Posta de Salud Rural (PSR)","Posta de Salud Rural Huamalata","Municipal","Primario","Ovalle","04301","NO"
105510,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Posta de Salud Rural (PSR)","Posta de Salud Rural Recoleta","Municipal","Primario","Ovalle","04301","NO"
105503,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Posta de Salud Rural (PSR)","Posta de Salud Rural Tabaqueros","Municipal","Primario","Río Hurtado","04305","NO"
105413,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Posta de Salud Rural (PSR)","Posta de Salud Rural Samo Alto","Municipal","Primario","Río Hurtado","04305","NO"
200739,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Servicio de Urgencia Rural (SUR)","SUR Pichasca","Municipal","Primario","Río Hurtado","04305","NO"
105310,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Pichasca","Municipal","Primario","Río Hurtado","04305","Centro de Salud Familiar"
105411,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Posta de Salud Rural (PSR)","Posta de Salud Rural Las Breas (Río Hurtado)","Municipal","Primario","Río Hurtado","04305","NO"
105404,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Posta de Salud Rural (PSR)","Posta de Salud Rural El Tangue","Municipal","Primario","Coquimbo","04102","NO"
105414,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Posta de Salud Rural (PSR)","Posta de Salud Rural Serón","Municipal","Primario","Río Hurtado","04305","NO"
105409,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Posta de Salud Rural (PSR)","Posta de Salud Rural El Chañar","Municipal","Primario","Río Hurtado","04305","NO"
105410,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Posta de Salud Rural (PSR)","Posta de Salud Rural Hurtado","Municipal","Primario","Río Hurtado","04305","NO"
105321,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Tongoy","Municipal","Primario","Coquimbo","04102","Centro de Salud Familiar"
105106,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Hospital","Hospital Dr. José Arraño (Andacollo)","Servicio de Salud","Primario-Secundario ( Por confirmar)","Andacollo","04103","NO"
105407,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Posta de Salud Rural (PSR)","Posta de Salud Rural Tambillo","Municipal","Primario","Coquimbo","04102","NO"
105405,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Posta de Salud Rural (PSR)","Posta de Salud Rural Guanaqueros","Municipal","Primario","Coquimbo","04102","NO"
105475,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Posta de Salud Rural (PSR)","Posta de Salud Rural Horcón (Paiguano)","Municipal","Primario","Paiguano","04105","NO"
105477,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Posta de Salud Rural (PSR)","Posta de Salud Rural Pisco Elqui","Municipal","Primario","Paiguano","04105","NO"
105476,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Posta de Salud Rural (PSR)","Posta de Salud Rural Monte Grande","Municipal","Primario","Paiguano","04105","NO"
200499,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Rural Pan de Azúcar","Municipal","Primario","Coquimbo","04102","Centro de Salud Familiar"
105471,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Posta de Salud Rural (PSR)","Posta de Salud Rural Peralillo Vicuña","Municipal","Primario","Vicuña","04106","NO"
105469,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Posta de Salud Rural (PSR)","Posta de Salud Rural El Tambo (Vicuña)","Municipal","Primario","Vicuña","04106","NO"
105107,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Hospital","Hospital San Juan de Dios (Vicuña)","Servicio de Salud","Primario-Secundario ( Por confirmar)","Vicuña","04106","NO"
200737,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Servicio de Urgencia Rural (SUR)","SUR Paihuano","Municipal","Primario","Paiguano","04105","NO"
105306,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Paihuano","Municipal","Primario","Paiguano","04105","Centro de Salud Familiar"
200538,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar San Isidro Calingasta","Municipal","Primario","Vicuña","04106","Centro de Salud Familiar"
105467,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Posta de Salud Rural (PSR)","Posta de Salud Rural Diaguitas","Municipal","Primario","Vicuña","04106","NO"
105509,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Posta de Salud Rural (PSR)","Posta de Salud Rural Gualliguaica","Municipal","Primario","Vicuña","04106","NO"
200494,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar El Sauce","Municipal","Primario","Coquimbo","04102","Centro de Salud Familiar"
200928,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU El Sauce","Municipal","Primario","Coquimbo","04102","NO"
200273,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Punta Mira","Municipal","Primario","Coquimbo","04102","NO"
105468,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Posta de Salud Rural (PSR)","Posta de Salud Rural El Molle","Municipal","Primario","Vicuña","04106","NO"
105401,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Posta de Salud Rural (PSR)","Posta de Salud Rural Las Rojas","Municipal","Primario","La Serena","04101","NO"
105472,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Posta de Salud Rural (PSR)","Posta de Salud Rural Rivadavia","Municipal","Primario","Vicuña","04106","NO"
105803,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU San Juan","Municipal","Primario","Coquimbo","04102","NO"
105303,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar San Juan","Municipal","Primario","Coquimbo","04102","Centro de Salud Familiar"
105823,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU Dr. Sergio Aguilar","Municipal","Primario","Coquimbo","04102","NO"
105323,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Dr. Sergio Aguilar Delgado","Municipal","Primario","Coquimbo","04102","Centro de Salud Familiar"
105101,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Hospital","Hospital San Pablo (Coquimbo)","Servicio de Salud","Terciario","Coquimbo","04102","Autogestionado en Red ( EAR)"
105600,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Centro Comunitario de Salud Mental  (COSAM)","COSAM Tierras Blancas (CESAM)","Servicio de Salud","Secundario","Coquimbo","04102","NO"
105805,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR)","SAR Tierras Blancas","Municipal","Primario","Coquimbo","04102","NO"
105305,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Tierras Blancas","Municipal","Primario","Coquimbo","04102","Centro de Salud Familiar"
200607,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Lila Cortés Godoy","Municipal","Primario","Coquimbo","04102","Centro de Salud Familiar"
200848,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU Lila Cortés","Municipal","Primario","Coquimbo","04102","NO"
105473,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Posta de Salud Rural (PSR)","Posta de Salud Rural Talcuna","Municipal","Primario","Vicuña","04106","NO"
105304,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Santa Cecilia","Municipal","Primario","Coquimbo","04102","Centro de Salud Familiar"
105804,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU Santa Cecilia","Municipal","Primario","Coquimbo","04102","NO"
105700,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Villa el Indio","Municipal","Primario","La Serena","04101","NO"
105400,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Posta de Salud Rural (PSR)","Posta de Salud Rural Algarrobito","Municipal","Primario","La Serena","04101","NO"
105300,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Cardenal Caro","Municipal","Primario","La Serena","04101","Centro de Salud Familiar"
105825,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU Cardenal Caro","Municipal","Primario","La Serena","04101","NO"
105802,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU Pedro Aguirre Cerda","Municipal","Primario","La Serena","04101","NO"
105302,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Pedro Aguirre Cerda","Municipal","Primario","La Serena","04101","Centro de Salud Familiar"
105100,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Hospital","Hospital San Juan de Dios (La Serena)","Servicio de Salud","Terciario","La Serena","04101","Autogestionado en Red ( EAR)"
105826,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Servicio de Atención Primaria de Urgencia (SAPU)","SAR Emilio Schaffhauser","Municipal","Primario","La Serena","04101","NO"
105313,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Dr. Emilio Schaffhauser","Municipal","Primario","La Serena","04101","Centro de Salud Familiar"
105474,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Posta de Salud Rural (PSR)","Posta de Salud Rural Chapilca","Municipal","Primario","Vicuña","04106","NO"
105402,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Posta de Salud Rural (PSR)","Posta de Salud Rural El Romero","Municipal","Primario","La Serena","04101","NO"
200402,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Arcos de Pinamar","Municipal","Primario","La Serena","04101","NO"
105702,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Lambert","Municipal","Primario","La Serena","04101","NO"
105319,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Cardenal Raúl Silva Henríquez de La Serena","Municipal","Primario","La Serena","04101","Centro de Salud Familiar"
105819,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR)","SAR Raúl Silva Henríquez","Municipal","Primario","La Serena","04101","NO"
105801,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU Las Compañías","Municipal","Primario","La Serena","04101","NO"
105301,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Las Compañías","Municipal","Primario","La Serena","04101","Centro de Salud Familiar"
105701,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Villa Alemania","Municipal","Primario","La Serena","04101","NO"
105325,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Juan Pablo II (La Serena)","Municipal","Primario","La Serena","04101","Centro de Salud Familiar"
200105,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU Juan Pablo II","Municipal","Primario","La Serena","04101","NO"
105470,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Posta de Salud Rural (PSR)","Posta de Salud Rural Huanta","Municipal","Primario","Vicuña","04106","NO"
105499,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Posta de Salud Rural (PSR)","Posta de Salud Rural Lambert","Municipal","Primario","La Serena","04101","NO"
105500,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Posta de Salud Rural (PSR)","Posta de Salud Rural Caleta Hornos","Municipal","Primario","La Higuera","04104","NO"
105314,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar La Higuera","Municipal","Primario","La Higuera","04104","Centro de Salud Familiar"
200740,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Servicio de Urgencia Rural (SUR)","SUR La Higuera","Municipal","Primario","La Higuera","04104","NO"
105506,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Posta de Salud Rural (PSR)","Posta de Salud Rural El Trapiche","Municipal","Primario","La Higuera","04104","NO"
105505,4,"Región De Coquimbo","5","Servicio de Salud Coquimbo","Posta de Salud Rural (PSR)","Posta de Salud Rural Los Choros","Municipal","Primario","La Higuera","04104","NO"
104411,3,"Región De Atacama","4","Servicio de Salud Atacama","Posta de Salud Rural (PSR)","Posta de Salud Rural Incahuasi","Municipal","Primario","Vallenar","03301","NO"
104409,3,"Región De Atacama","4","Servicio de Salud Atacama","Posta de Salud Rural (PSR)","Posta de Salud Rural Carrizalillo (Freirina)","Municipal","Primario","Freirina","03303","NO"
104414,3,"Región De Atacama","4","Servicio de Salud Atacama","Posta de Salud Rural (PSR)","Posta de Salud Rural Las Breas (Alto del Carmen)","Municipal","Primario","Alto del Carmen","03302","NO"
104410,3,"Región De Atacama","4","Servicio de Salud Atacama","Posta de Salud Rural (PSR)","Posta de Salud Rural Cachiyuyo","Municipal","Primario","Vallenar","03301","NO"
104407,3,"Región De Atacama","4","Servicio de Salud Atacama","Posta de Salud Rural (PSR)","Posta de Salud Rural Conay","Municipal","Primario","Alto del Carmen","03302","NO"
104405,3,"Región De Atacama","4","Servicio de Salud Atacama","Posta de Salud Rural (PSR)","Posta de Salud Rural Domeyko","Municipal","Primario","Vallenar","03301","NO"
104403,3,"Región De Atacama","4","Servicio de Salud Atacama","Posta de Salud Rural (PSR)","Posta de Salud Rural San Félix","Municipal","Primario","Alto del Carmen","03302","NO"
104404,3,"Región De Atacama","4","Servicio de Salud Atacama","Posta de Salud Rural (PSR)","Posta de Salud Rural El Tránsito","Municipal","Primario","Alto del Carmen","03302","NO"
104322,3,"Región De Atacama","4","Servicio de Salud Atacama","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Alto del Carmen","Municipal","Primario","Alto del Carmen","03302","Centro de Salud Familiar"
200949,3,"Región De Atacama","4","Servicio de Salud Atacama","Servicio de Urgencia Rural (SUR)","SUR Alto del Carmen","Municipal","Primario","Alto del Carmen","03302","NO"
104412,3,"Región De Atacama","4","Servicio de Salud Atacama","Posta de Salud Rural (PSR)","Posta de Salud Rural Hacienda Compañía","Municipal","Primario","Vallenar","03301","NO"
104317,3,"Región De Atacama","4","Servicio de Salud Atacama","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Joan Crawford Astudillo","Municipal","Primario","Vallenar","03301","Centro de Salud Familiar"
200101,3,"Región De Atacama","4","Servicio de Salud Atacama","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU Joan Crawford Astudillo","Municipal","Primario","Vallenar","03301","NO"
200099,3,"Región De Atacama","4","Servicio de Salud Atacama","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU Baquedano","Municipal","Primario","Vallenar","03301","NO"
104316,3,"Región De Atacama","4","Servicio de Salud Atacama","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Baquedano","Municipal","Primario","Vallenar","03301","Centro de Salud Familiar"
104103,3,"Región De Atacama","4","Servicio de Salud Atacama","Hospital","Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar)","Servicio de Salud","Pendiente","Vallenar","03301","Invitados a ser EAR"
104313,3,"Región De Atacama","4","Servicio de Salud Atacama","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Estación","Municipal","Primario","Vallenar","03301","Centro de Salud Familiar"
104315,3,"Región De Atacama","4","Servicio de Salud Atacama","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Hermanos Carrera","Municipal","Primario","Vallenar","03301","Centro de Salud Familiar"
104408,3,"Región De Atacama","4","Servicio de Salud Atacama","Posta de Salud Rural (PSR)","Posta de Salud Rural Hacienda Ventanas","Municipal","Primario","Vallenar","03301","NO"
104314,3,"Región De Atacama","4","Servicio de Salud Atacama","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Freirina","Municipal","Primario","Freirina","03303","Centro de Salud Familiar"
200951,3,"Región De Atacama","4","Servicio de Salud Atacama","Servicio de Urgencia Rural (SUR)","SUR Freirina","Municipal","Primario","Freirina","03303","NO"
104416,3,"Región De Atacama","4","Servicio de Salud Atacama","Posta de Salud Rural (PSR)","Posta de Salud Rural Jeremías Cortés","Municipal","Primario","Huasco","03304","NO"
104319,3,"Región De Atacama","4","Servicio de Salud Atacama","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Juan Verdaguer","Municipal","Primario","Huasco","03304","Centro de Salud Familiar"
104104,3,"Región De Atacama","4","Servicio de Salud Atacama","Hospital","Hospital Dr. Manuel Magalhaes Medling (Huasco)","Servicio de Salud","Primario-Secundario ( Por confirmar)","Huasco","03304","NO"
104415,3,"Región De Atacama","4","Servicio de Salud Atacama","Posta de Salud Rural (PSR)","Posta de Salud Rural Padre Mariano Avellana Lasierra","Municipal","Primario","Huasco","03304","NO"
104413,3,"Región De Atacama","4","Servicio de Salud Atacama","Posta de Salud Rural (PSR)","Posta de Salud Rural Segundo Ponce","Municipal","Primario","Huasco","03304","NO"
104400,3,"Región De Atacama","4","Servicio de Salud Atacama","Posta de Salud Rural (PSR)","Posta de Salud Rural Los Loros","Municipal","Primario","Tierra Amarilla","03103","NO"
104308,3,"Región De Atacama","4","Servicio de Salud Atacama","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Dr. Salvador Allende Gossens","Municipal","Primario","Tierra Amarilla","03103","Centro de Salud Familiar"
200952,3,"Región De Atacama","4","Servicio de Salud Atacama","Servicio de Urgencia Rural (SUR)","SUR Tierra Amarilla","Municipal","Primario","Tierra Amarilla","03103","NO"
104307,3,"Región De Atacama","4","Servicio de Salud Atacama","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Paipote","Municipal","Primario","Copiapó","03101","Centro de Salud Familiar"
200102,3,"Región De Atacama","4","Servicio de Salud Atacama","Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR)","SAR Paipote","Municipal","Primario","Copiapó","03101","NO"
104304,3,"Región De Atacama","4","Servicio de Salud Atacama","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Rosario-Palomar","Municipal","Primario","Copiapó","03101","Centro de Salud Familiar"
200104,3,"Región De Atacama","4","Servicio de Salud Atacama","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU El Palomar","Municipal","Primario","Copiapó","03101","NO"
104300,3,"Región De Atacama","4","Servicio de Salud Atacama","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Santa Elvira","Municipal","Primario","Copiapó","03101","Centro de Salud Familiar"
104305,3,"Región De Atacama","4","Servicio de Salud Atacama","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Candelaria Rosario","Municipal","Primario","Copiapó","03101","Centro de Salud Familiar"
104306,3,"Región De Atacama","4","Servicio de Salud Atacama","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Manuel Rodríguez","Municipal","Primario","Copiapó","03101","Centro de Salud Familiar"
104100,3,"Región De Atacama","4","Servicio de Salud Atacama","Hospital","Hospital San José del Carmen (Copiapó)","Servicio de Salud","Terciario","Copiapó","03101","Invitados a ser EAR"
104321,3,"Región De Atacama","4","Servicio de Salud Atacama","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Dr. Bernardo Mellibovsky","Municipal","Primario","Copiapó","03101","Centro de Salud Familiar"
200100,3,"Región De Atacama","4","Servicio de Salud Atacama","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU Dr. Bernardo Mellibovsky","Municipal","Primario","Copiapó","03101","NO"
104012,3,"Región De Atacama","4","Servicio de Salud Atacama","Clínica Dental Móvil","Clínica Dental Móvil Simple. Pat. PW4068 (Copiapó)","Servicio de Salud","Primario","Copiapó","03101","NO"
104302,3,"Región De Atacama","4","Servicio de Salud Atacama","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Juan Martínez","Municipal","Primario","Copiapó","03101","Centro de Salud Familiar"
104303,3,"Región De Atacama","4","Servicio de Salud Atacama","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Pedro León Gallo","Municipal","Primario","Copiapó","03101","Centro de Salud Familiar"
112107,5,"Región De Valparaíso","12","Servicio de Salud Metropolitano Oriente","Hospital","Hospital Hanga Roa (Isla De Pascua)","Servicio de Salud","Primario-Secundario ( Por confirmar)","Isla de Pascua","05201","NO"
104701,3,"Región De Atacama","4","Servicio de Salud Atacama","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Orfelia Lavín","Municipal","Primario","Caldera","03102","NO"
104301,3,"Región De Atacama","4","Servicio de Salud Atacama","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Rosario Corvalán","Municipal","Primario","Caldera","03102","Centro de Salud Familiar"
200103,3,"Región De Atacama","4","Servicio de Salud Atacama","Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR)","SAR Rosario Corvalán-Caldera","Municipal","Primario","Caldera","03102","NO"
104402,3,"Región De Atacama","4","Servicio de Salud Atacama","Posta de Salud Rural (PSR)","Posta de Salud Rural Inca de Oro","Municipal","Primario","Diego de Almagro","03202","NO"
104401,3,"Región De Atacama","4","Servicio de Salud Atacama","Posta de Salud Rural (PSR)","Posta de Salud Rural El Salado de Chañaral","Municipal","Primario","Chañaral","03201","NO"
104102,3,"Región De Atacama","4","Servicio de Salud Atacama","Hospital","Hospital Dr. Florencio Vargas (Diego de Almagro)","Servicio de Salud","Primario-Secundario ( Por confirmar)","Diego de Almagro","03202","NO"
104101,3,"Región De Atacama","4","Servicio de Salud Atacama","Hospital","Hospital Dr. Jerónimo Méndez Arancibia (Chañaral)","Servicio de Salud","Primario-Secundario ( Por confirmar)","Chañaral","03201","NO"
104309,3,"Región De Atacama","4","Servicio de Salud Atacama","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Dr. Luis Herrera","Municipal","Primario","Chañaral","03201","Centro de Salud Familiar"
104311,3,"Región De Atacama","4","Servicio de Salud Atacama","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar El Salvador","Municipal","Primario","Diego de Almagro","03202","Centro de Salud Familiar"
200950,3,"Región De Atacama","4","Servicio de Salud Atacama","Servicio de Urgencia Rural (SUR)","SUR Diego de Almagro","Municipal","Primario","Diego de Almagro","03202","NO"
103103,2,"Región De Antofagasta","3","Servicio de Salud Antofagasta","Hospital","Hospital 21 de Mayo (Taltal)","Servicio de Salud","Primario-Secundario ( Por confirmar)","Taltal","02104","NO"
103413,2,"Región De Antofagasta","3","Servicio de Salud Antofagasta","Posta de Salud Rural (PSR)","Posta de Salud Rural Paposo","Municipal","Primario","Taltal","02104","NO"
200621,2,"Región De Antofagasta","3","Servicio de Salud Antofagasta","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Coviefi","Municipal","Primario","Antofagasta","02101","NO"
200622,2,"Región De Antofagasta","3","Servicio de Salud Antofagasta","Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR)","SAR Coviefi","Municipal","Primario","Antofagasta","02101","NO"
103404,2,"Región De Antofagasta","3","Servicio de Salud Antofagasta","Posta de Salud Rural (PSR)","Posta de Salud Rural Peine","Municipal","Primario","San Pedro de Atacama","02203","NO"
200098,2,"Región De Antofagasta","3","Servicio de Salud Antofagasta","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU Centro Sur de Antofagasta","Municipal","Primario","Antofagasta","02101","NO"
103303,2,"Región De Antofagasta","3","Servicio de Salud Antofagasta","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Centro Sur de Antofagasta","Municipal","Primario","Antofagasta","02101","Centro de Salud Familiar"
103602,2,"Región De Antofagasta","3","Servicio de Salud Antofagasta","Centro Comunitario de Salud Mental  (COSAM)","COSAM Sur","Servicio de Salud","Secundario","Antofagasta","02101","NO"
103308,2,"Región De Antofagasta","3","Servicio de Salud Antofagasta","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Central Oriente de Antofagasta","Municipal","Primario","Antofagasta","02101","Centro de Salud Familiar"
200097,2,"Región De Antofagasta","3","Servicio de Salud Antofagasta","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU Central Oriente de Antofagasta","Municipal","Primario","Antofagasta","02101","NO"
103012,2,"Región De Antofagasta","3","Servicio de Salud Antofagasta","Clínica Dental Móvil","Sala de Procedimientos Odontológicos Móvil (SPOM) Patente PXI 415-0","Servicio de Salud","Primario","Antofagasta","02101","NO"
103013,2,"Región De Antofagasta","3","Servicio de Salud Antofagasta","Clínica Dental Móvil","Sala de Procedimientos Odontológicos Móvil (SPOM) Patente BKG-355","Servicio de Salud","Primario","Antofagasta","02101","NO"
103802,2,"Región De Antofagasta","3","Servicio de Salud Antofagasta","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU Corvallis","Municipal","Primario","Antofagasta","02101","NO"
103302,2,"Región De Antofagasta","3","Servicio de Salud Antofagasta","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Corvallis","Municipal","Primario","Antofagasta","02101","Centro de Salud Familiar"
